aarfra,amt,By/sogn,Befollkningstal,Type
1850,Vejle,Højen,829,Sogn
1850,Vejle,Hover,820,Sogn
1850,Vejle,Grejs,816,Sogn
1850,Vejle,Vejlby,803,Sogn
1850,Vejle,Almind,734,Sogn
1850,Vejle,Uth,717,Sogn
1850,Vejle,Korning,688,Sogn
1850,Vejle,Vinding,672,Sogn
1850,Vejle,Givskud,669,Sogn
1850,Vejle,Skjold,661,Sogn
1850,Vejle,As,660,Sogn
1850,Vejle,Harte,658,Sogn
1850,Vejle,Stenderup,654,Sogn
1850,Vejle,Randbøl,646,Sogn
1850,Vejle,Løsning,646,Sogn
1850,Vejle,Sønder Omme,628,Sogn
1850,Vejle,Viuf,626,Sogn
1850,Vejle,Daugaard,614,Sogn
1850,Vejle,Nebsager,604,Sogn
1850,Vejle,Vester Nebel,584,Sogn
1850,Vejle,Sønder Stenderup,573,Sogn
1850,Vejle,Langskov,572,Sogn
1850,Vejle,Klakring,564,Sogn
1850,Vejle,Ølsted,564,Sogn
1850,Vejle,Jerlev,561,Sogn
1850,Vejle,Lindeballe,533,Sogn
1850,Vejle,Bredstrup,525,Sogn
1850,Vejle,Uldum,523,Sogn
1850,Vejle,Tyrsted,522,Sogn
1850,Vejle,Bjerre,517,Sogn
1850,Vejle,Kollerup,489,Sogn
1850,Vejle,Vrigsted,458,Sogn
1850,Vejle,Sønder Vilstrup,455,Sogn
1850,Vejle,Pjedsted,455,Sogn
1850,Vejle,Torsted,448,Sogn
1850,Vejle,Ringive,444,Sogn
1850,Vejle,Skærup,442,Sogn
1850,Vejle,Vindelev,434,Sogn
1850,Vejle,Sønder Stenderup,391,Sogn
1850,Vejle,Ørum,344,Sogn
1850,Vejle,Nørre Bramdrup,315,Sogn
1850,Vejle,Ullerup,310,Sogn
1850,Vejle,Sønder Stenderup,299,Sogn
1850,Vejle,Urlev,296,Sogn
1850,Vejle,Vester,248,Sogn
1850,Viborg,Viborg Købstad,4047,Købstad
1850,Viborg,Skive Købstad,1254,Købstad
1850,Viborg,Thorning,1213,Sogn
1850,Viborg,Fur,994,Sogn
1850,Viborg,Vinderslev,891,Sogn
1850,Viborg,Grinderslev,851,Sogn
1850,Viborg,Grønbæk,805,Sogn
1850,Viborg,Sjørslev,795,Sogn
1850,Viborg,Svostrup,751,Sogn
1850,Viborg,Højslev,729,Sogn
1850,Viborg,Ørslevkloster,700,Sogn
1850,Viborg,Vellev,662,Sogn
1850,Viborg,Balle,640,Sogn
1850,Viborg,Vindum,635,Sogn
1850,Viborg,Simested,630,Sogn
1850,Viborg,Aalum,611,Sogn
1850,Viborg,Kragelund,610,Sogn
1850,Viborg,Levring,610,Sogn
1850,Viborg,Skals,599,Sogn
1850,Viborg,Øster Bjerregrav,596,Sogn
1850,Viborg,Frederiks,580,Sogn
1850,Viborg,Skjern,554,Sogn
1850,Viborg,Hørup,537,Sogn
1850,Viborg,Asmild,531,Sogn
1850,Viborg,Høbjerg,527,Sogn
1850,Viborg,Gerning,505,Sogn
1850,Viborg,Torum,500,Sogn
1850,Viborg,Lihme,492,Sogn
1850,Viborg,Selde,491,Sogn
1850,Viborg,Vester Bølle,485,Sogn
1850,Viborg,Rødding,484,Sogn
1850,Viborg,Lem,483,Sogn
1850,Viborg,Rybjerg,479,Sogn
1850,Viborg,Hinge,475,Sogn
1850,Viborg,Lemming,471,Sogn
1850,Viborg,Funder,466,Sogn
1850,Viborg,Aasted,461,Sogn
1850,Viborg,Houlbjerg,461,Sogn
1850,Viborg,Skjød,454,Sogn
1850,Viborg,Vester Velling,453,Sogn
1850,Viborg,Granslev,452,Sogn
1850,Viborg,Krejbjerg,450,Sogn
1850,Viborg,Mammen,449,Sogn
1850,Viborg,Sahl,449,Sogn
1850,Viborg,Skive Landsogn,440,Delsogn
1850,Viborg,Vorning,437,Sogn
1850,Viborg,Vium,434,Sogn
1850,Viborg,Vorde,432,Sogn
1850,Viborg,Almind,430,Sogn
1850,Viborg,Hjerk,421,Sogn
1850,Viborg,Jebjerg,416,Sogn
1850,Viborg,Ørum,412,Sogn
1850,Viborg,Fly,405,Sogn
1850,Viborg,Sall,404,Sogn
1850,Viborg,Rødding,402,Sogn
1850,Viborg,Nautrup,401,Sogn
1850,Viborg,Ulbjerg,401,Sogn
1850,Viborg,Lyby,396,Sogn
1850,Viborg,Thise,390,Sogn
1850,Viborg,Mønsted,390,Sogn
1850,Viborg,Gødvad,385,Sogn
1850,Viborg,Daugbjerg,382,Sogn
1850,Viborg,Hvorslev,382,Sogn
1850,Viborg,Vinkel,382,Sogn
1850,Viborg,Balling,380,Sogn
1850,Viborg,Oddense,374,Sogn
1850,Viborg,Gullev,373,Sogn
1850,Viborg,Vammen,367,Sogn
1850,Viborg,Hjermind,364,Sogn
1850,Viborg,Dølby,356,Sogn
1850,Viborg,Haasum,342,Sogn
1850,Viborg,Taarup,341,Sogn
1850,Viborg,Gedsted,337,Sogn
1850,Viborg,Taanum,334,Sogn
1850,Viborg,Grensten,332,Sogn
1850,Viborg,Løvel,330,Sogn
1850,Viborg,Sønder Rind,328,Sogn
1850,Viborg,Resen,327,Sogn
1850,Viborg,Klejtrup,326,Sogn
1850,Viborg,Tjele,323,Sogn
1850,Viborg,Smollerup,321,Sogn
1850,Viborg,Lee,321,Sogn
1850,Viborg,Fjeldsø,319,Sogn
1850,Viborg,Øster Bølle,317,Sogn
1850,Viborg,Langaa,316,Sogn
1850,Viborg,Hem,315,Sogn
1850,Viborg,Hvidbjerg,315,Sogn
1850,Viborg,Hornbæk,312,Sogn
1850,Viborg,Kobberup,309,Sogn
1850,Viborg,Viskum,309,Sogn
1850,Viborg,Lindum,306,Sogn
1850,Viborg,Tapdrup,305,Sogn
1850,Viborg,Brøndum,301,Sogn
1850,Viborg,Sønder Vinge,300,Sogn
1850,Viborg,Serup,297,Sogn
1850,Viborg,Ramsing,294,Sogn
1850,Viborg,Laastrup,291,Sogn
1850,Viborg,Vroue,287,Sogn
1850,Viborg,Durup,282,Sogn
1850,Viborg,Junget,281,Sogn
1850,Viborg,Grønning,279,Sogn
1850,Viborg,Tøndering,279,Sogn
1850,Viborg,Lynderup,277,Sogn
1850,Viborg,Bjerring,273,Sogn
1850,Viborg,Finderup,269,Sogn
1850,Viborg,Hammershøj,266,Sogn
1850,Viborg,Sejling,266,Sogn
1850,Viborg,Harre,261,Sogn
1850,Viborg,Hvilsom,261,Sogn
1850,Viborg,Haurum,259,Sogn
1850,Viborg,Fiskbæk,257,Sogn
1850,Viborg,Hersom,257,Sogn
1850,Viborg,Aidt,257,Sogn
1850,Viborg,Dollerup,252,Sogn
1850,Viborg,Lysgaard,251,Sogn
1850,Viborg,Hvam,249,Sogn
1850,Viborg,Gammelstrup,247,Sogn
1850,Viborg,Hjorthede,246,Sogn
1850,Viborg,Roslev,242,Sogn
1850,Viborg,Ørum,241,Sogn
1850,Viborg,Vejerslev,241,Sogn
1850,Viborg,Elsborg,240,Sogn
1850,Viborg,Vejrum,239,Sogn
1850,Viborg,Sinding,237,Sogn
1850,Viborg,Torup,236,Sogn
1850,Viborg,Sønderbæk,233,Sogn
1850,Viborg,Øster Velling,232,Sogn
1850,Viborg,Vile,230,Sogn
1850,Viborg,Feldingbjerg,225,Sogn
1850,Viborg,Kvorning,224,Sogn
1850,Viborg,Vester Tostrup,219,Sogn
1850,Viborg,Læsten,218,Sogn
1850,Viborg,Romlund,216,Sogn
1850,Viborg,Nørbæk,214,Sogn
1850,Viborg,Resen,210,Sogn
1850,Viborg,Ravnstrup,210,Sogn
1850,Viborg,Roum,206,Sogn
1850,Viborg,Vester Bjerregrav,202,Sogn
1850,Viborg,Volling,201,Sogn
1855,Aalborg,Aalborg Købstad,9187,Købstad
1855,Aalborg,Nørresundby Købstad,1730,Købstad
1855,Aalborg,Als,1651,Sogn
1855,Aalborg,Hals,1593,Sogn
1855,Aalborg,Vadum,1299,Sogn
1855,Aalborg,Gunderup,1298,Sogn
1855,Aalborg,Vester Hassing,1173,Sogn
1855,Aalborg,Nørre Tranders,1141,Sogn
1855,Aalborg,Mou,1136,Sogn
1855,Aalborg,Ajstrup,1076,Sogn
1855,Aalborg,Biersted,1013,Sogn
1855,Aalborg,Øster Hassing,985,Sogn
1855,Aalborg,Skelund,982,Sogn
1855,Aalborg,Visborg,895,Sogn
1855,Aalborg,Sulsted,891,Sogn
1855,Aalborg,Astrup,889,Sogn
1855,Aalborg,Ulsted,851,Sogn
1855,Aalborg,Løgsted,843,Sogn
1855,Aalborg,Gudum,776,Sogn
1855,Aalborg,Sebber,772,Sogn
1855,Aalborg,Vokslev,766,Sogn
1855,Aalborg,Aaby,766,Sogn
1855,Aalborg,Ove,753,Sogn
1855,Aalborg,Horsens,750,Sogn
1855,Aalborg,Hammer,733,Sogn
1855,Aalborg,Hørby,710,Sogn
1855,Aalborg,Farsø,673,Sogn
1855,Aalborg,Budolfi Landsogn,662,Delsogn
1855,Aalborg,Sønderholm,638,Sogn
1855,Aalborg,Løgstør,625,Sogn
1855,Aalborg,Vive,615,Sogn
1855,Aalborg,Nørholm,593,Sogn
1855,Aalborg,Strandby,585,Sogn
1855,Aalborg,Aarestrup,578,Sogn
1855,Aalborg,Øster Hornum,575,Sogn
1855,Aalborg,Hvorup,566,Sogn
1855,Aalborg,Vebbestrup,559,Sogn
1855,Aalborg,Rostrup,541,Sogn
1855,Aalborg,Buderup,538,Sogn
1855,Aalborg,Veggerby,534,Sogn
1855,Aalborg,Valsgaard,522,Sogn
1855,Aalborg,Bislev,509,Sogn
1855,Aalborg,Nøvling,474,Sogn
1855,Aalborg,Nørre Kongerslev,459,Sogn
1855,Aalborg,Sønder Tranders,453,Sogn
1855,Aalborg,Vognsild,438,Sogn
1855,Aalborg,Gravlev,431,Sogn
1855,Aalborg,Storvorde,422,Sogn
1855,Aalborg,Svenstrup,406,Sogn
1855,Aalborg,Rold,392,Sogn
1855,Aalborg,Lovns,385,Sogn
1855,Aalborg,Sønderup,359,Sogn
1855,Aalborg,Vilsted,344,Sogn
1855,Aalborg,Frejlev,307,Sogn
1855,Aalborg,Skivum,305,Sogn
1855,Aalborg,Døstrup,297,Sogn
1855,Aalborg,Ferslev,292,Sogn
1855,Aalborg,Suldrup,278,Sogn
1855,Aalborg,Store Arden,275,Sogn
1855,Aalborg,Havbro,274,Sogn
1855,Aalborg,Lillevorde,271,Sogn
1855,Aalborg,Klarup,266,Sogn
1855,Aalborg,Stenild,265,Sogn
1855,Aalborg,Alstrup,262,Sogn
1855,Aalborg,Gislum,258,Sogn
1855,Aalborg,Romdrup,246,Sogn
1855,Aalborg,Komdrup,237,Sogn
1855,Aalborg,Sejlflod,237,Sogn
1855,Aalborg,Ellidshøj,231,Sogn
1855,Aalborg,Kongens Tisted,226,Sogn
1855,Aalborg,Ullits,220,Sogn
1855,Aalborg,Durup,219,Sogn
1855,Aalborg,Volsted,219,Sogn
1855,Aalborg,Dall,217,Sogn
1855,Aalborg,Fovlum,203,Sogn
1855,Aarhus,Tiset,942,Sogn
1855,Aarhus,Astrup,519,Sogn
1855,Aarhus,Hvilsted,514,Sogn
1855,Aarhus,Spørring,339,Sogn
1855,Aarhus,Hadsten,304,Sogn
1855,Aarhus,Tulstrup,293,Sogn
1855,Aarhus,Tunø,224,Sogn
1855,Bornholm,Rønne Købstad,5241,Købstad
1855,Bornholm,Aaker,1996,Sogn
1855,Bornholm,Klemensker,1914,Sogn
1855,Bornholm,Østermarie,1907,Sogn
1855,Bornholm,Vestermarie,1668,Sogn
1855,Bornholm,Ibsker,1448,Sogn
1855,Bornholm,Neksø Købstad,1414,Købstad
1855,Bornholm,Østerlarsker,1209,Sogn
1855,Bornholm,Rutsker,1128,Sogn
1855,Bornholm,Povlsker,1089,Sogn
1855,Bornholm,Nyker,1023,Sogn
1855,Bornholm,Hasle Købstad,1002,Købstad
1855,Bornholm,Svaneke Købstad,1001,Købstad
1855,Bornholm,Pedersker,993,Sogn
1855,Bornholm,Bodilsker,986,Sogn
1855,Bornholm,Olsker,870,Sogn
1855,Bornholm,Nylarsker,784,Sogn
1855,Bornholm,Allinge Købstad,615,Købstad
1855,Bornholm,Aakirkeby Købstad,587,Købstad
1855,Bornholm,Rø,586,Sogn
1855,Bornholm,Knudsker,552,Sogn
1855,Bornholm,Gudhjem,393,Sogn
1855,Bornholm,Christiansø,318,Sogn
1855,Bornholm,Sandvig Købstad,257,Sogn
1855,Frederiksborg,Helsingør Købstad,9092,Købstad
1855,Frederiksborg,Stenløse,1426,Sogn
1855,Frederiksborg,Slangerup,1260,Sogn
1855,Frederiksborg,Vinderød,1224,Sogn
1855,Frederiksborg,Jørlunde,1163,Sogn
1855,Frederiksborg,Ferslev,1133,Sogn
1855,Frederiksborg,Farum,1124,Sogn
1855,Frederiksborg,Ramløse,1007,Sogn
1855,Frederiksborg,Ganløse,993,Sogn
1855,Frederiksborg,Selsø,967,Sogn
1855,Frederiksborg,Skuldelev,928,Sogn
1855,Frederiksborg,Ølstykke,788,Sogn
1855,Frederiksborg,Skibby,723,Sogn
1855,Frederiksborg,Frederikssund Købstad,679,Købstad
1855,Frederiksborg,Krogstrup,627,Sogn
1855,Frederiksborg,Uvelse,536,Sogn
1855,Frederiksborg,Kyndby,530,Sogn
1855,Frederiksborg,Skævinge,526,Sogn
1855,Frederiksborg,Gilleleje,505,Sogn
1855,Frederiksborg,Slagslunde,496,Sogn
1855,Frederiksborg,Snostrup,492,Sogn
1855,Frederiksborg,Nødebo,482,Sogn
1855,Frederiksborg,Tibirke,453,Sogn
1855,Frederiksborg,Græse,434,Sogn
1855,Frederiksborg,Oppesundby,400,Sogn
1855,Frederiksborg,Lillerød,396,Sogn
1855,Frederiksborg,Veksø,362,Sogn
1855,Grafschaft Rantzau,Bullenkuhlen,256,Sogn
1855,Haderslev,Sønder Hygum (Slesvigsk),1113,Sogn
1855,Haderslev,Jegerup,626,Sogn
1855,Haderslev,Fole (Slesvigsk),473,Sogn
1855,Haderslev,Skodborg (Kongerigsk),403,Sogn
1855,Hjørring,Dronninglund,4379,Sogn
1855,Hjørring,Hjørring Købstad,2191,Købstad
1855,Hjørring,Vrejlev,1936,Sogn
1855,Hjørring,Taars,1912,Sogn
1855,Hjørring,Jerslev,1858,Sogn
1855,Hjørring,Albæk,1854,Sogn
1855,Hjørring,Jetsmark,1629,Sogn
1855,Hjørring,Torslev,1564,Sogn
1855,Hjørring,Elling,1547,Sogn
1855,Hjørring,Brovst,1461,Sogn
1855,Hjørring,Skagen Købstad,1452,Købstad
1855,Hjørring,Saltum,1445,Sogn
1855,Hjørring,Frederikshavn Købstad,1425,Købstad
1855,Hjørring,Flade,1378,Sogn
1855,Hjørring,Voer,1283,Sogn
1855,Hjørring,Ugilt,1209,Sogn
1855,Hjørring,Øster Brønderslev,1187,Sogn
1855,Hjørring,Sankt Olai,1075,Sogn
1855,Hjørring,Skæve,1065,Sogn
1855,Hjørring,Volstrup,1041,Sogn
1855,Hjørring,Vester Brønderslev,1031,Sogn
1855,Hjørring,Raabjerg,1011,Sogn
1855,Hjørring,Børglum,1001,Sogn
1855,Hjørring,Hørby,984,Sogn
1855,Hjørring,Sindal,979,Sogn
1855,Hjørring,Vrensted,967,Sogn
1855,Hjørring,Hellevad,956,Sogn
1855,Hjørring,Tversted,933,Sogn
1855,Hjørring,Aasted,932,Sogn
1855,Hjørring,Bindslev,931,Sogn
1855,Hjørring,Tise,923,Sogn
1855,Hjørring,Torslev,896,Sogn
1855,Hjørring,Vesterø,895,Sogn
1855,Hjørring,Tolstrup,885,Sogn
1855,Hjørring,Furreby,876,Sogn
1855,Hjørring,Byrum,866,Sogn
1855,Hjørring,Serritslev,839,Sogn
1855,Hjørring,Tranum,834,Sogn
1855,Hjørring,Hune,819,Sogn
1855,Hjørring,Hørmested,818,Sogn
1855,Hjørring,Ingstrup,816,Sogn
1855,Hjørring,Mosbjerg,811,Sogn
1855,Hjørring,Sankt Hans,806,Sogn
1855,Hjørring,Tornby,798,Sogn
1855,Hjørring,Hals,793,Sogn
1855,Hjørring,Astrup,768,Sogn
1855,Hjørring,Aaby,746,Sogn
1855,Hjørring,Vraa,743,Sogn
1855,Hjørring,Vennebjerg,734,Sogn
1855,Hjørring,Lendum,721,Sogn
1855,Hjørring,Mygdal,720,Sogn
1855,Hjørring,Gjøl,715,Sogn
1855,Hjørring,Hallund,710,Sogn
1855,Hjørring,Bjergby,698,Sogn
1855,Hjørring,Haverslev,693,Sogn
1855,Hjørring,Horne,684,Sogn
1855,Hjørring,Bejstrup,675,Sogn
1855,Hjørring,Øland,626,Sogn
1855,Hjørring,Asdal,600,Sogn
1855,Hjørring,Rakkeby,600,Sogn
1855,Hjørring,Skallerup,598,Sogn
1855,Hjørring,Jelstrup,583,Sogn
1855,Hjørring,Understed,556,Sogn
1855,Hjørring,Aggersborg,546,Sogn
1855,Hjørring,Tolne,520,Sogn
1855,Hjørring,Uggerby,508,Sogn
1855,Hjørring,Gærum,481,Sogn
1855,Hjørring,Sejlstrup,475,Sogn
1855,Hjørring,Maarup,413,Sogn
1855,Hjørring,Ørum,410,Sogn
1855,Hjørring,Rubjerg,380,Sogn
1855,Hjørring,Vidstrup,375,Sogn
1855,Hjørring,Øster Svenstrup,372,Sogn
1855,Hjørring,Vester Hjermitslev,363,Sogn
1855,Hjørring,Skærum,354,Sogn
1855,Hjørring,Hellum,344,Sogn
1855,Hjørring,Harritslev,326,Sogn
1855,Hjørring,Vejby,294,Sogn
1855,Hjørring,Alstrup,286,Sogn
1855,Hjørring,Stenum,274,Sogn
1855,Hjørring,Hæstrup,267,Sogn
1855,Hjørring,Lerup,260,Sogn
1855,Hjørring,Em,258,Sogn
1855,Hjørring,Skræm,252,Sogn
1855,Hjørring,Lyngby,244,Sogn
1855,Holbæk,Højby,2495,Sogn
1855,Holbæk,Sæby,1764,Sogn
1855,Holbæk,Vig,1581,Sogn
1855,Holbæk,Faarevejle,1489,Sogn
1855,Holbæk,Nykøbing Sjælland Købstad,1330,Købstad
1855,Holbæk,Grevinge,1325,Sogn
1855,Holbæk,Egebjerg,1244,Sogn
1855,Holbæk,Asnæs,1029,Sogn
1855,Holbæk,Vallekilde,982,Sogn
1855,Holbæk,Reerslev,938,Sogn
1855,Holbæk,Mørkøv,843,Sogn
1855,Holbæk,Tveje Merløse,838,Sogn
1855,Holbæk,Niløse,790,Sogn
1855,Holbæk,Holmstrup,758,Sogn
1855,Holbæk,Aagerup,734,Sogn
1855,Holbæk,Rørvig,723,Sogn
1855,Holbæk,Søndersted,692,Sogn
1855,Holbæk,Nørre Asmindrup,689,Sogn
1855,Holbæk,Havrebjerg,641,Sogn
1855,Holbæk,Kvanløse,636,Sogn
1855,Holbæk,Odden,619,Sogn
1855,Holbæk,Sønder Asmindrup,599,Sogn
1855,Holbæk,Sejerø,598,Sogn
1855,Holbæk,Grandløse,572,Sogn
1855,Holbæk,Avnsø,562,Sogn
1855,Holbæk,Jorløse,553,Sogn
1855,Holbæk,Eskilstrup,521,Sogn
1855,Holbæk,Bjergsted,518,Sogn
1855,Holbæk,Hørve,514,Sogn
1855,Holbæk,Søstrup,456,Sogn
1855,Holbæk,Butterup,383,Sogn
1855,Holsten,Flecken Wedel,2034,Sogn
1855,København,Taarnby,5263,Sogn
1855,København,Frederiksberg,4342,Sogn
1855,København,Lyngby,3749,Sogn
1855,København,Gentofte,3290,Sogn
1855,København,Søllerød,2924,Sogn
1855,København,Store Magleby,2400,Sogn
1855,København,Hvidovre,1894,Sogn
1855,København,Brønshøj,1733,Sogn
1855,København,Gladsakse,1630,Sogn
1855,København,Værløse,1458,Sogn
1855,København,Høje Taastrup,1424,Sogn
1855,København,Sengeløse,1357,Sogn
1855,København,Herstedvester,912,Sogn
1855,København,Herlev,832,Sogn
1855,København,Ishøj,787,Sogn
1855,København,Rødovre,602,Sogn
1855,København,Ledøje,523,Sogn
1855,København,Herstedøster,487,Sogn
1855,København,Torslunde,464,Sogn
1855,København,Vallensbæk,427,Sogn
1855,Lauenburg,Siebeneichen,1709,Sogn
1855,Maribo,Nakskov Købstad,3388,Købstad
1855,Maribo,Toreby,2509,Sogn
1855,Maribo,Horslunde,1864,Sogn
1855,Maribo,Rødby Købstad,1545,Købstad
1855,Maribo,Sandby,1289,Sogn
1855,Maribo,Vesterborg,1288,Sogn
1855,Maribo,Hunseby,1249,Sogn
1855,Maribo,Radsted,1238,Sogn
1855,Maribo,Birket,1213,Sogn
1855,Maribo,Stubbekøbing Købstad,1191,Købstad
1855,Maribo,Tingsted,1165,Sogn
1855,Maribo,Halsted,1124,Sogn
1855,Maribo,Sakskøbing Landdistrikt,1080,Delsogn
1855,Maribo,Gundslev,1074,Sogn
1855,Maribo,Købelev,1054,Sogn
1855,Maribo,Sakskøbing Købstad,1054,Købstad
1855,Maribo,Nørre Vedby,1045,Sogn
1855,Maribo,Utterslev,939,Sogn
1855,Maribo,Eskilstrup,809,Sogn
1855,Maribo,Hillested,783,Sogn
1855,Maribo,Ønslev,781,Sogn
1855,Maribo,Vaalse,751,Sogn
1855,Maribo,Brarup,743,Sogn
1855,Maribo,Taagerup,729,Sogn
1855,Maribo,Nysted Landsogn,710,Delsogn
1855,Maribo,Herredskirke,657,Sogn
1855,Maribo,Branderslev,586,Sogn
1855,Maribo,Maglebrænde,585,Sogn
1855,Maribo,Kippinge,576,Sogn
1855,Maribo,Vindeby,530,Sogn
1855,Maribo,Lillebrænde,447,Sogn
1855,Maribo,Horreby,440,Sogn
1855,Maribo,Nørre Kirkeby,391,Sogn
1855,Maribo,Stadager,349,Sogn
1855,Maribo,Engestofte,344,Sogn
1855,Maribo,Godsted,278,Sogn
1855,Maribo,Nakskov Landsogn,254,Delsogn
1855,Odense,Vissenbjerg,3152,Sogn
1855,Odense,Haarby,1879,Sogn
1855,Odense,Middelfart Købstad,1849,Købstad
1855,Odense,Lumby,1697,Sogn
1855,Odense,Fraugde,1500,Sogn
1855,Odense,Køng,1409,Sogn
1855,Odense,Tommerup,1402,Sogn
1855,Odense,Verninge,1392,Sogn
